id,title,slug,url,organization,organization_id,description,frequency,license,temporal_coverage.start,temporal_coverage.end,spatial.granularity,spatial.zones,private,featured,created_at,last_modified,tags,metric.discussions,metric.issues,metric.reuses,metric.followers,metric.views
5edb156def17a4565053b35b,40 Station météo Toulouse ZI Thibaud,40-station-meteo-toulouse-zi-thibaud,https://www.data.gouv.fr/fr/datasets/40-station-meteo-toulouse-zi-thibaud/,Toulouse métropole,534fffb3a3a7292c64a78129,Ce jeu de données est issu du capteur n° situé près sur le parc d'activité Thibaud (Commune de Toulouse) qui fait parti d'un réseau de stations météo situées sur la métropole Toulousaine en vue d'étudier le phénomène d'Ilot de Chaleur Urbain (ICU),unknown,Open Data Commons Open Database License (ODbL),,,,,FALSE,FALSE,2020-06-06T06:02:53.575000,2020-11-16T03:46:56,environnement,,,,,
5edb1572364c25147a179ef7,41 Station météo Toulouse Avenue de Casselardit,41-station-meteo-toulouse-avenue-de-casselardit,https://www.data.gouv.fr/fr/datasets/41-station-meteo-toulouse-avenue-de-casselardit/,Toulouse métropole,534fffb3a3a7292c64a78129,Ce jeu de données est issu du capteur n°15 situé sur le site de l'avenue de Casselardit (Quartier Casselardit à Toulouse) qui fait parti d'un réseau de stations météo situées sur la métropole Toulousaine en vue d'étudier le phénomène d'Ilot de Chaleur Urbain (ICU),unknown,Open Data Commons Open Database License (ODbL),,,,,FALSE,FALSE,2020-06-06T06:02:58.619000,2020-10-27T14:03:03,environnement,,,,,
5edb155ac727540dcb179ef3,42 Station météo Toulouse parc Compans Cafarelli,42-station-meteo-toulouse-parc-compans-cafarelli,https://www.data.gouv.fr/fr/datasets/42-station-meteo-toulouse-parc-compans-cafarelli/,Toulouse métropole,534fffb3a3a7292c64a78129,Ce jeu de données est issu du capteur n° 42 situé sur le site du Parc Compans Cafarelli (Compans Cafarelli à Toulouse) qui fait parti d'un réseau de stations météo situées sur la métropole Toulousaine en vue d'étudier le phénomène d'Ilot de Chaleur Urbain (ICU),unknown,Open Data Commons Open Database License (ODbL),,,,,FALSE,FALSE,2020-06-06T06:02:34.822000,2020-11-16T03:47:02,environnement,,,,,
5edb156fbedb372a47179ef4,45 Station météo Toulouse St Exupéry,45-station-meteo-toulouse-st-exupery,https://www.data.gouv.fr/fr/datasets/45-station-meteo-toulouse-st-exupery/,Toulouse métropole,534fffb3a3a7292c64a78129,le texte suivant est a utiliser pour décrire le jeu de données:,,,,,,,,,,,,,,,,
5edb1572077fe9075a179ef3,49 Station météo Toulouse cote Pavée,49-station-meteo-toulouse-cote-pavee,https://www.data.gouv.fr/fr/datasets/49-station-meteo-toulouse-cote-pavee/,Toulouse métropole,534fffb3a3a7292c64a78129,Ce jeu de données est issu du capteur n° 49 situé sur le site de l'école Jean Macé (Quartier Côte Pavée à Toulouse) qui fait parti d'un réseau de stations météo situées sur la métropole Toulousaine en vue d'étudier le phénomène d'Ilot de Chaleur Urbain (ICU),unknown,Open Data Commons Open Database License (ODbL),,,,,FALSE,FALSE,2020-06-06T06:02:58.468000,2020-11-16T03:47:38,environnement,,,,,
5d3bcd4806e3e70320e7501a,50 Station météo Blagnac Quinze Sols,50-station-meteo-blagnac-quinze-sols,https://www.data.gouv.fr/fr/datasets/50-station-meteo-blagnac-quinze-sols/,Toulouse métropole,534fffb3a3a7292c64a78129,Ce jeu de données est issu du capteur n°50 situé sur le site de la base de loisir Quinze Sols (Commune de Blagnac) qui fait parti d'un réseau de stations météo situées sur la métropole Toulousaine en vue d'étudier le phénomène d'Ilot de Chaleur Urbain (ICU),unknown,Open Data Commons Open Database License (ODbL),,,,,FALSE,FALSE,2019-07-27T06:04:24.304000,2020-11-16T04:02:41,environnement,,,,,
5edb155a9b3dfa8621179ef2,51 Station météo Toulouse Lardenne,51-station-meteo-toulouse-lardenne,https://www.data.gouv.fr/fr/datasets/51-station-meteo-toulouse-lardenne/,Toulouse métropole,534fffb3a3a7292c64a78129,Station météo située à Lardenne.,unknown,Open Data Commons Open Database License (ODbL),,,,,FALSE,FALSE,2020-06-06T06:02:34.538000,2020-11-16T03:47:41,environnement,,,,,
5edb155aef17a4565053b35a,53 Station météo Toulouse Ponsan,53-station-meteo-toulouse-ponsan,https://www.data.gouv.fr/fr/datasets/53-station-meteo-toulouse-ponsan/,Toulouse métropole,534fffb3a3a7292c64a78129,Ce jeu de données est issu du capteur n° 53 situé sur le site de la Piscine Bellevue (Quartier Ponsan à Toulouse) qui fait parti d'un réseau de stations météo situées sur la métropole Toulousaine en vue d'étudier le phénomène d'Ilot de Chaleur Urbain (ICU),unknown,Open Data Commons Open Database License (ODbL),,,,,FALSE,FALSE,2020-06-06T06:02:34.209000,2020-11-16T03:47:37,environnement,,,,,
5edb156fef17a4565053b35d,58 Station météo Toulouse Fondeyre,58-station-meteo-toulouse-fondeyre,https://www.data.gouv.fr/fr/datasets/58-station-meteo-toulouse-fondeyre/,Toulouse métropole,534fffb3a3a7292c64a78129,Ce jeu de données est issu du capteur n°58 situé sur la commune de Toulouse ZI Fondeyre qui fait parti d'un réseau de stations météo situées sur la métropole Toulousaine en vue d'étudier le phénomène d'Ilot de Chaleur Urbain (ICU),unknown,Open Data Commons Open Database License (ODbL),,,,,FALSE,FALSE,2020-06-06T06:02:55.282000,2020-11-16T03:47:07,environnement,,,,,
5edb155a364c25147a179ef3,61 Station météo Blagnac mairie,61-station-meteo-blagnac-mairie,https://www.data.gouv.fr/fr/datasets/61-station-meteo-blagnac-mairie/,Toulouse métropole,534fffb3a3a7292c64a78129,Ce jeu de données est issu du capteur n° 61 situé sur le site de la place des Arts (Mairie commune de Blagnac) qui fait parti d'un réseau de stations météo situées sur la métropole Toulousaine en vue d'étudier le phénomène d'Ilot de Chaleur Urbain (ICU),unknown,Open Data Commons Open Database License (ODbL),,,,,FALSE,FALSE,2020-06-06T06:02:34.553000,2020-11-16T03:02:37,environnement,,,,,
5edb156eef17a4565053b35c,62 Station météo Toulouse parc Maourine,62-station-meteo-toulouse-parc-maourine,https://www.data.gouv.fr/fr/datasets/62-station-meteo-toulouse-parc-maourine/,Toulouse métropole,534fffb3a3a7292c64a78129,Ce jeu de données est issu du capteur n° 62 situé sur le site des Jardins du Muséum (Parc de la Maourine à Toulouse) qui fait parti d'un réseau de stations météo situées sur la métropole Toulousaine en vue d'étudier le phénomène d'Ilot de Chaleur Urbain (ICU),unknown,Open Data Commons Open Database License (ODbL),,,,,FALSE,FALSE,2020-06-06T06:02:54.442000,2020-11-16T03:47:41,environnement,,,,,
5cd5bc1006e3e7750e555897,Observation météorologique historiques France (SYNOP),observation-meteorologique-historiques-france-synop,https://www.data.gouv.fr/fr/datasets/observation-meteorologique-historiques-france-synop/,Toulouse métropole,534fffb3a3a7292c64a78129,Données d'observations issues des messages internationaux d’observation en surface (SYNOP) circulant sur le système mondial de télécommunication (SMT) de l’Organisation Météorologique Mondiale (OMM). Paramètres atmosphériques mesurés (température,,,,,,,,,,,,,,,,
59593216a3a7291dd09c8216,Prévisions Météo France pour Toulouse Métropole,previsions-meteo-france-pour-toulouse-metropole,https://www.data.gouv.fr/fr/datasets/previsions-meteo-france-pour-toulouse-metropole/,Toulouse métropole,534fffb3a3a7292c64a78129,Champs d'analyse et de prévisions en points de grilles,,,,,,,,,,,,,,,,
5d15917f9ce2e71a6cf50c0d,Stations météo en place,stations-meteo-en-place,https://www.data.gouv.fr/fr/datasets/stations-meteo-en-place/,Toulouse métropole,534fffb3a3a7292c64a78129,Jeu de données représentant un réseau de stations météo situées sur la métropole Toulousaine en vue d'étudier le phénomène d'Ilot de Chaleur Urbain (ICU),unknown,Open Data Commons Open Database License (ODbL),,,,,FALSE,FALSE,2019-06-28T06:03:11.668000,2020-10-09T14:13:21,environnement,,,,,
